season,week,k_eliminations_official,is_final_week,rank_eliminated,percent_eliminated,rank_bottom_two,percent_bottom_two,rank_judges_save_eliminated,percent_judges_save_eliminated,rank_js_bottom_two,percent_js_bottom_two,rank_vs_percent_diff,rank_js_changes,percent_js_changes
13,4,1,False,Kristin Cavallari,Chynna Phillips,Kristin Cavallari;Carson Kressley,Chynna Phillips;Carson Kressley,Kristin Cavallari,Kristin Cavallari,Kristin Cavallari;Carson Kressley,Kristin Cavallari;Chynna Phillips,True,False,True
13,5,1,False,Chynna Phillips,Carson Kressley,Chynna Phillips;Carson Kressley,Carson Kressley;Chaz Bono,Chynna Phillips,Chynna Phillips,Chynna Phillips;Carson Kressley,Chynna Phillips;Carson Kressley,True,False,True
13,6,1,False,Carson Kressley,Chaz Bono,Carson Kressley;Hope Solo,Chaz Bono;Nancy Grace,Carson Kressley,Carson Kressley,Carson Kressley;Hope Solo,Carson Kressley;Nancy Grace,True,False,True
13,7,1,False,Nancy Grace,David Arquette,Nancy Grace;David Arquette,David Arquette;Nancy Grace,Nancy Grace,Nancy Grace,Nancy Grace;David Arquette,David Arquette;Nancy Grace,True,False,True
13,8,1,False,David Arquette,Nancy Grace,David Arquette;Hope Solo,Nancy Grace;Hope Solo,David Arquette,David Arquette,David Arquette;Hope Solo,David Arquette;Hope Solo,True,False,True
13,9,1,False,Hope Solo,Hope Solo,Hope Solo;J.R. Martinez,Hope Solo;J.R. Martinez,Hope Solo,Hope Solo,Hope Solo;J.R. Martinez,Hope Solo;J.R. Martinez,False,False,False
13,10,0,True,,,Ricki Lake;J.R. Martinez,Ricki Lake;J.R. Martinez,,,Ricki Lake;J.R. Martinez,Ricki Lake;J.R. Martinez,False,False,False
14,1,1,False,Martina Navratilova,Martina Navratilova,Martina Navratilova;Melissa Gilbert,Martina Navratilova;Melissa Gilbert,Martina Navratilova,Martina Navratilova,Martina Navratilova;Melissa Gilbert,Martina Navratilova;Melissa Gilbert,False,False,False
14,2,1,False,Gladys Knight,Gladys Knight,Gladys Knight;Melissa Gilbert,Gladys Knight;Melissa Gilbert,Gladys Knight,Gladys Knight,Gladys Knight;Melissa Gilbert,Gladys Knight;Melissa Gilbert,False,False,False
14,3,1,False,Jack Wagner,Jack Wagner,Jack Wagner;Melissa Gilbert,Jack Wagner;Melissa Gilbert,Jack Wagner,Jack Wagner,Jack Wagner;Melissa Gilbert,Jack Wagner;Melissa Gilbert,False,False,False
14,4,1,False,Sherri Sheperd,Sherri Sheperd,Sherri Sheperd;Melissa Gilbert,Sherri Sheperd;Melissa Gilbert,Sherri Sheperd,Sherri Sheperd,Sherri Sheperd;Melissa Gilbert,Sherri Sheperd;Melissa Gilbert,False,False,False
14,5,1,False,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw;Melissa Gilbert,Gavin DeGraw;Melissa Gilbert,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw;Melissa Gilbert,Gavin DeGraw;Melissa Gilbert,False,False,False
14,6,1,False,Roshon Fegan,Melissa Gilbert,Roshon Fegan;Melissa Gilbert,Melissa Gilbert;Roshon Fegan,Roshon Fegan,Roshon Fegan,Roshon Fegan;Melissa Gilbert,Melissa Gilbert;Roshon Fegan,True,False,True
14,7,1,False,Melissa Gilbert,Jaleel White,Melissa Gilbert;Jaleel White,Jaleel White;Roshon Fegan,Melissa Gilbert,Melissa Gilbert,Melissa Gilbert;Jaleel White,Jaleel White;Melissa Gilbert,True,False,True
14,8,2,False,Jaleel White;Maria Menounos,Roshon Fegan;Donald Driver,Jaleel White;Maria Menounos,Roshon Fegan;Donald Driver,Jaleel White;Maria Menounos,Jaleel White;Maria Menounos,Jaleel White;Maria Menounos,Jaleel White;Donald Driver,True,False,True
14,9,1,False,Donald Driver,Maria Menounos,Donald Driver;Katherine Jenkins,Maria Menounos;William Levy,Katherine Jenkins,Donald Driver,Donald Driver;Katherine Jenkins,Donald Driver;William Levy,True,True,True
14,10,0,True,,,William Levy;Katherine Jenkins,William Levy;Katherine Jenkins,,,Donald Driver;William Levy,William Levy;Katherine Jenkins,False,False,False
15,1,1,False,Pamela Anderson,Pamela Anderson,Pamela Anderson;Kirstie Alley,Pamela Anderson;Bristol Palin,Pamela Anderson,Pamela Anderson,Pamela Anderson;Kirstie Alley,Pamela Anderson;Bristol Palin,False,False,False
15,2,1,False,Bristol Palin,Joey Fatone,Bristol Palin;Kirstie Alley,Joey Fatone;Bristol Palin,Bristol Palin,Bristol Palin,Bristol Palin;Kirstie Alley,Joey Fatone;Bristol Palin,True,False,True
15,3,2,False,Joey Fatone;Drew Lachey,Drew Lachey;Helio Castroneves,Joey Fatone;Drew Lachey,Drew Lachey;Helio Castroneves,Joey Fatone;Drew Lachey,Joey Fatone;Drew Lachey,Joey Fatone;Drew Lachey,Joey Fatone;Drew Lachey,True,False,True
15,4,1,False,Helio Castroneves,Bristol Palin,Helio Castroneves;Kirstie Alley,Bristol Palin;Kirstie Alley,Helio Castroneves,Helio Castroneves,Helio Castroneves;Kirstie Alley,Helio Castroneves;Kirstie Alley,True,False,True
15,5,1,False,Kirstie Alley,Kirstie Alley,Kirstie Alley;Kelly Monaco,Kirstie Alley;Kelly Monaco,Kelly Monaco,Kelly Monaco,Kirstie Alley;Kelly Monaco,Kirstie Alley;Kelly Monaco,False,True,True
15,6,1,False,Emmitt Smith,Sabrina Bryan,Emmitt Smith;Kelly Monaco,Sabrina Bryan;Emmitt Smith,Emmitt Smith,Kirstie Alley,Emmitt Smith;Kirstie Alley,Sabrina Bryan;Kirstie Alley,True,False,True
15,7,1,False,Sabrina Bryan,Emmitt Smith,Sabrina Bryan;Apolo Anton Ohno,Emmitt Smith;Gilles Marini,Sabrina Bryan,Sabrina Bryan,Sabrina Bryan;Kirstie Alley,Sabrina Bryan;Emmitt Smith,True,False,True
15,8,2,False,Kelly Monaco;Shawn Johnson,Gilles Marini;Kelly Monaco,Kelly Monaco;Shawn Johnson,Gilles Marini;Kelly Monaco,Kirstie Alley;Shawn Johnson,Emmitt Smith;Gilles Marini,Kirstie Alley;Gilles Marini,Gilles Marini;Emmitt Smith,True,True,True
15,9,2,False,Gilles Marini;Apolo Anton Ohno,Apolo Anton Ohno;Shawn Johnson,Gilles Marini;Apolo Anton Ohno,Apolo Anton Ohno;Shawn Johnson,Gilles Marini;Apolo Anton Ohno,Apolo Anton Ohno;Melissa Rycroft,Gilles Marini;Apolo Anton Ohno,Apolo Anton Ohno;Shawn Johnson,True,False,True
15,10,0,True,,,Melissa Rycroft,Melissa Rycroft,,,Melissa Rycroft,Shawn Johnson,False,False,False
16,1,1,False,D. L. Hughley,D. L. Hughley,D. L. Hughley;Andy Dick,D. L. Hughley;Wynonna Judd,D. L. Hughley,D. L. Hughley,D. L. Hughley;Andy Dick,D. L. Hughley;Wynonna Judd,False,False,False
16,2,1,False,Dorothy Hamill,Dorothy Hamill,Dorothy Hamill;Wynonna Judd,Dorothy Hamill;Wynonna Judd,Dorothy Hamill,Dorothy Hamill,Dorothy Hamill;Wynonna Judd,Dorothy Hamill;Wynonna Judd,False,False,False
16,3,1,False,Wynonna Judd,Wynonna Judd,Wynonna Judd;Andy Dick,Wynonna Judd;Andy Dick,Wynonna Judd,Wynonna Judd,Wynonna Judd;Andy Dick,Wynonna Judd;Andy Dick,False,False,False
16,4,1,False,Lisa Vanderpump,Lisa Vanderpump,Lisa Vanderpump;Victor Ortiz,Lisa Vanderpump;Victor Ortiz,Lisa Vanderpump,Lisa Vanderpump,Lisa Vanderpump;Victor Ortiz,Lisa Vanderpump;Victor Ortiz,False,False,False
16,5,1,False,Andy Dick,Andy Dick,Andy Dick;Victor Ortiz,Andy Dick;Victor Ortiz,Andy Dick,Andy Dick,Andy Dick;Victor Ortiz,Andy Dick;Victor Ortiz,False,False,False
16,6,1,False,Victor Ortiz,Victor Ortiz,Victor Ortiz;Jacoby Jones,Victor Ortiz;Sean Lowe,Victor Ortiz,Victor Ortiz,Victor Ortiz;Jacoby Jones,Victor Ortiz;Sean Lowe,False,False,False
16,7,1,False,Sean Lowe,Sean Lowe,Sean Lowe;Ingo Rademacher,Sean Lowe;Ingo Rademacher,Sean Lowe,Sean Lowe,Sean Lowe;Ingo Rademacher,Sean Lowe;Ingo Rademacher,False,False,False
16,8,1,False,Ingo Rademacher,Ingo Rademacher,Ingo Rademacher;Jacoby Jones,Ingo Rademacher;Jacoby Jones,Ingo Rademacher,Ingo Rademacher,Ingo Rademacher;Jacoby Jones,Ingo Rademacher;Jacoby Jones,False,False,False
16,9,1,False,Zendaya,Jacoby Jones,Zendaya;Jacoby Jones,Jacoby Jones;Zendaya,Zendaya,Zendaya,Zendaya;Jacoby Jones,Jacoby Jones;Zendaya,True,False,True
16,10,0,True,,,Jacoby Jones;Alexandra Raisman,Alexandra Raisman;Zendaya,,,Jacoby Jones;Alexandra Raisman,Alexandra Raisman;Jacoby Jones,False,False,False
17,1,1,False,Bill Nye,Bill Nye,Bill Nye;Keyshawn Johnson,Bill Nye;Keyshawn Johnson,Bill Nye,Bill Nye,Bill Nye;Keyshawn Johnson,Bill Nye;Keyshawn Johnson,False,False,False
17,2,1,False,Keyshawn Johnson,Keyshawn Johnson,Keyshawn Johnson;Valerie Harper,Keyshawn Johnson;Valerie Harper,Keyshawn Johnson,Keyshawn Johnson,Keyshawn Johnson;Valerie Harper,Keyshawn Johnson;Valerie Harper,False,False,False
17,3,1,False,Valerie Harper,Valerie Harper,Valerie Harper;Jack Osbourne,Valerie Harper;Bill Engvall,Valerie Harper,Valerie Harper,Valerie Harper;Jack Osbourne,Valerie Harper;Bill Engvall,False,False,False
17,4,1,False,Bill Engvall,Bill Engvall,Bill Engvall;Brant Daugherty,Bill Engvall;Leah Remini,Bill Engvall,Bill Engvall,Bill Engvall;Brant Daugherty,Bill Engvall;Leah Remini,False,False,False
17,5,1,False,Leah Remini,Christina Milian,Leah Remini;Elizabeth Berkley Lauren,Christina Milian;Leah Remini,Leah Remini,Leah Remini,Leah Remini;Elizabeth Berkley Lauren,Christina Milian;Leah Remini,True,False,True
17,6,1,False,Christina Milian,Leah Remini,"Christina Milian;Nicole ""Snooki"" Polizzi","Leah Remini;Nicole ""Snooki"" Polizzi",Christina Milian,Christina Milian,"Christina Milian;Nicole ""Snooki"" Polizzi","Christina Milian;Nicole ""Snooki"" Polizzi",True,False,True
17,7,1,False,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi;Elizabeth Berkley Lauren","Nicole ""Snooki"" Polizzi;Elizabeth Berkley Lauren","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi;Elizabeth Berkley Lauren","Nicole ""Snooki"" Polizzi;Elizabeth Berkley Lauren",False,False,False
17,8,1,False,Elizabeth Berkley Lauren,Brant Daugherty,Elizabeth Berkley Lauren;Brant Daugherty,Brant Daugherty;Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren;Brant Daugherty,Brant Daugherty;Elizabeth Berkley Lauren,True,False,True
17,9,1,False,Brant Daugherty,Elizabeth Berkley Lauren,Brant Daugherty;Jack Osbourne,Elizabeth Berkley Lauren;Jack Osbourne,Brant Daugherty,Brant Daugherty,Brant Daugherty;Jack Osbourne,Brant Daugherty;Jack Osbourne,True,False,True
17,10,1,False,Jack Osbourne,Jack Osbourne,Jack Osbourne;Corbin Bleu,Jack Osbourne;Corbin Bleu,Jack Osbourne,Jack Osbourne,Jack Osbourne;Corbin Bleu,Jack Osbourne;Corbin Bleu,False,False,False
17,11,0,True,,,Corbin Bleu;Amber Riley,Corbin Bleu;Amber Riley,,,Corbin Bleu;Amber Riley,Corbin Bleu;Amber Riley,False,False,False
18,1,1,False,Billy Dee Williams,Billy Dee Williams,Billy Dee Williams;Diana Nyad,Billy Dee Williams;Diana Nyad,Billy Dee Williams,Billy Dee Williams,Billy Dee Williams;Diana Nyad,Billy Dee Williams;Diana Nyad,False,False,False
18,2,2,False,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,Diana Nyad;Sean Avery,False,False,False
18,3,1,False,Drew Carey,Drew Carey,Drew Carey;NeNe Leakes,Drew Carey;NeNe Leakes,Drew Carey,Drew Carey,Drew Carey;NeNe Leakes,Drew Carey;NeNe Leakes,False,False,False
18,4,1,False,Candace Cameron Bure,Candace Cameron Bure,Candace Cameron Bure;Cody Simpson,Candace Cameron Bure;NeNe Leakes,Candace Cameron Bure,Candace Cameron Bure,Candace Cameron Bure;Cody Simpson,Candace Cameron Bure;NeNe Leakes,False,False,False
18,5,1,False,Cody Simpson,Cody Simpson,Cody Simpson;NeNe Leakes,Cody Simpson;NeNe Leakes,Cody Simpson,Cody Simpson,Cody Simpson;NeNe Leakes,Cody Simpson;NeNe Leakes,False,False,False
18,6,1,False,NeNe Leakes,NeNe Leakes,NeNe Leakes;James Maslow,NeNe Leakes;James Maslow,NeNe Leakes,NeNe Leakes,NeNe Leakes;James Maslow,NeNe Leakes;James Maslow,False,False,False
18,7,1,False,James Maslow,James Maslow,James Maslow;Danica McKellar,James Maslow;Danica McKellar,James Maslow,James Maslow,James Maslow;Danica McKellar,James Maslow;Danica McKellar,False,False,False
18,8,1,False,Danica McKellar,Danica McKellar,Danica McKellar;Meryl Davis,Danica McKellar;Charlie White,Meryl Davis,Danica McKellar,Danica McKellar;Meryl Davis,Danica McKellar;Charlie White,False,True,False
18,9,1,False,Charlie White,Charlie White,Charlie White;Amy Purdy,Charlie White;Meryl Davis,Danica McKellar,Charlie White,Danica McKellar;Charlie White,Charlie White;Meryl Davis,False,True,False
18,10,0,True,,,Amy Purdy;Meryl Davis,Meryl Davis;Amy Purdy,,,Charlie White;Amy Purdy,Meryl Davis;Amy Purdy,False,False,False
19,1,1,False,Lolo Jones,Lolo Jones,Lolo Jones;Betsey Johnson,Lolo Jones;Michael Waltrip,Betsey Johnson,Lolo Jones,Lolo Jones;Betsey Johnson,Lolo Jones;Michael Waltrip,False,True,False
19,2,1,False,Michael Waltrip,Tavis Smiley,Michael Waltrip;Tavis Smiley,Tavis Smiley;Michael Waltrip,Lolo Jones,Michael Waltrip,Lolo Jones;Michael Waltrip,Tavis Smiley;Michael Waltrip,True,True,True
19,3,1,False,Tavis Smiley,Randy Couture,Tavis Smiley;Randy Couture,Randy Couture;Michael Waltrip,Tavis Smiley,Tavis Smiley,Tavis Smiley;Randy Couture,Tavis Smiley;Randy Couture,True,False,True
19,4,1,False,Randy Couture,Betsey Johnson,Randy Couture;Tommy Chong,Betsey Johnson;Michael Waltrip,Randy Couture,Randy Couture,Randy Couture;Michael Waltrip,Randy Couture;Betsey Johnson,True,False,True
19,5,1,False,Betsey Johnson,Michael Waltrip,Betsey Johnson;Tommy Chong,Michael Waltrip;Tommy Chong,Michael Waltrip,Betsey Johnson,Michael Waltrip;Tommy Chong,Betsey Johnson;Tommy Chong,True,True,True
19,6,1,False,Tommy Chong,Jonathan Bennett,Tommy Chong;Antonio Sabato Jr.,Jonathan Bennett;Tommy Chong,Tommy Chong,Tommy Chong,Tommy Chong;Antonio Sabato Jr.,Jonathan Bennett;Tommy Chong,True,False,True
19,7,1,False,Jonathan Bennett,Antonio Sabato Jr.,Jonathan Bennett;Antonio Sabato Jr.,Antonio Sabato Jr.;Tommy Chong,Jonathan Bennett,Jonathan Bennett,Jonathan Bennett;Antonio Sabato Jr.,Jonathan Bennett;Antonio Sabato Jr.,True,False,True
19,8,1,False,Antonio Sabato Jr.,Tommy Chong,Antonio Sabato Jr.;Lea Thompson,Tommy Chong;Lea Thompson,Antonio Sabato Jr.,Antonio Sabato Jr.,Antonio Sabato Jr.;Lea Thompson,Antonio Sabato Jr.;Lea Thompson,True,False,True
19,9,1,False,Lea Thompson,Lea Thompson,Lea Thompson;Sadie Robertson,Lea Thompson;Bethany Mota,Lea Thompson,Lea Thompson,Lea Thompson;Sadie Robertson,Lea Thompson;Bethany Mota,False,False,False
19,10,1,False,Sadie Robertson,Bethany Mota,Sadie Robertson;Bethany Mota,Bethany Mota;Sadie Robertson,Sadie Robertson,Sadie Robertson,Sadie Robertson;Bethany Mota,Bethany Mota;Sadie Robertson,True,False,True
19,11,0,True,,,Bethany Mota;Janel Parrish,Sadie Robertson;Janel Parrish,,,Bethany Mota;Janel Parrish,Bethany Mota;Janel Parrish,False,False,False
20,1,1,False,Charlotte McKinney,Charlotte McKinney,Charlotte McKinney;Redfoo,Charlotte McKinney;Redfoo,Charlotte McKinney,Charlotte McKinney,Charlotte McKinney;Redfoo,Charlotte McKinney;Redfoo,False,False,False
20,2,1,False,Chris Soules,Redfoo,Chris Soules;Redfoo,Redfoo;Chris Soules,Chris Soules,Chris Soules,Chris Soules;Redfoo,Redfoo;Chris Soules,True,False,True
20,3,1,False,Redfoo,Patti LaBelle,Redfoo;Patti LaBelle,Patti LaBelle;Suzanne Somers,Redfoo,Redfoo,Redfoo;Patti LaBelle,Redfoo;Patti LaBelle,True,False,True
20,4,1,False,Suzanne Somers,Michael Sam,Suzanne Somers;Michael Sam,Michael Sam;Chris Soules,Suzanne Somers,Suzanne Somers,Suzanne Somers;Michael Sam,Michael Sam;Suzanne Somers,True,False,True
20,5,1,False,Michael Sam,Suzanne Somers,Michael Sam;Robert Herjavec,Suzanne Somers;Robert Herjavec,Michael Sam,Michael Sam,Michael Sam;Robert Herjavec,Michael Sam;Robert Herjavec,True,False,True
20,6,1,False,Robert Herjavec,Robert Herjavec,Robert Herjavec;Patti LaBelle,Robert Herjavec;Chris Soules,Robert Herjavec,Robert Herjavec,Robert Herjavec;Patti LaBelle,Patti LaBelle;Robert Herjavec,False,False,False
20,7,1,False,Patti LaBelle,Willow Shields,Patti LaBelle;Noah Galloway,Willow Shields;Chris Soules,Patti LaBelle,Patti LaBelle,Patti LaBelle;Noah Galloway,Patti LaBelle;Willow Shields,True,False,True
20,8,2,False,Willow Shields;Noah Galloway,Chris Soules;Noah Galloway,Willow Shields;Noah Galloway,Chris Soules;Noah Galloway,Willow Shields;Noah Galloway,Willow Shields;Noah Galloway,Willow Shields;Noah Galloway,Willow Shields;Noah Galloway,True,False,True
20,9,1,False,Rumer Willis,Nastia Liukin,Rumer Willis;Nastia Liukin,Nastia Liukin;Rumer Willis,Rumer Willis,Rumer Willis,Rumer Willis;Nastia Liukin,Nastia Liukin;Rumer Willis,True,False,True
20,10,0,True,,,Nastia Liukin;Riker Lynch,Rumer Willis;Riker Lynch,,,Nastia Liukin;Riker Lynch,Nastia Liukin;Riker Lynch,False,False,False
21,1,1,False,Kim Zolciak-Biermann,Chaka Khan,Kim Zolciak-Biermann;Chaka Khan,Chaka Khan;Kim Zolciak-Biermann,Kim Zolciak-Biermann,Kim Zolciak-Biermann,Kim Zolciak-Biermann;Chaka Khan,Chaka Khan;Kim Zolciak-Biermann,True,False,True
21,2,2,False,Chaka Khan;Victor Espinoza,Victor Espinoza;Kim Zolciak-Biermann,Chaka Khan;Victor Espinoza,Victor Espinoza;Kim Zolciak-Biermann,Chaka Khan;Gary Busey,Chaka Khan;Gary Busey,Chaka Khan;Victor Espinoza,Chaka Khan;Victor Espinoza,True,True,True
21,3,1,False,Paula Deen,Paula Deen,Paula Deen;Gary Busey,Paula Deen;Gary Busey,Victor Espinoza,Victor Espinoza,Victor Espinoza;Paula Deen,Victor Espinoza;Paula Deen,False,True,True
21,4,1,False,Gary Busey,Gary Busey,Gary Busey;Alek Skarlatos,Gary Busey;Alek Skarlatos,Paula Deen,Paula Deen,Paula Deen;Alek Skarlatos,Paula Deen;Alek Skarlatos,False,True,True
21,5,1,False,Alek Skarlatos,Alek Skarlatos,Alek Skarlatos;Tamar Braxton,Alek Skarlatos;Tamar Braxton,Alek Skarlatos,Alek Skarlatos,Alek Skarlatos;Tamar Braxton,Alek Skarlatos;Tamar Braxton,False,False,False
21,6,1,False,Hayes Grier,Hayes Grier,Hayes Grier;Alexa PenaVega,Hayes Grier;Alexa PenaVega,Alexa PenaVega,Alexa PenaVega,Hayes Grier;Alexa PenaVega,Hayes Grier;Alexa PenaVega,False,True,True
21,7,1,False,Tamar Braxton,Tamar Braxton,Tamar Braxton;Nick Carter,Tamar Braxton;Andy Grammer,Tamar Braxton,Tamar Braxton,Tamar Braxton;Nick Carter,Hayes Grier;Tamar Braxton,False,False,False
21,8,1,False,Andy Grammer,Andy Grammer,Andy Grammer;Alexa PenaVega,Andy Grammer;Alexa PenaVega,Hayes Grier,Hayes Grier,Hayes Grier;Andy Grammer,Hayes Grier;Andy Grammer,False,True,True
21,9,1,False,Carlos PenaVega,Alexa PenaVega,Carlos PenaVega;Nick Carter,Alexa PenaVega;Nick Carter,Andy Grammer,Andy Grammer,Andy Grammer;Carlos PenaVega,Andy Grammer;Nick Carter,True,True,True
21,10,1,False,Alexa PenaVega,Nick Carter,Alexa PenaVega;Nick Carter,Nick Carter;Carlos PenaVega,Nick Carter,Nick Carter,Nick Carter;Carlos PenaVega,Nick Carter;Carlos PenaVega,True,True,False
21,11,0,True,,,Nick Carter;Bindi Irwin,Carlos PenaVega;Bindi Irwin,,,Carlos PenaVega;Bindi Irwin,Carlos PenaVega;Bindi Irwin,False,False,False
22,1,1,False,Geraldo Rivera,Geraldo Rivera,Geraldo Rivera;Doug Flutie,Geraldo Rivera;Mischa Barton,Geraldo Rivera,Geraldo Rivera,Geraldo Rivera;Doug Flutie,Geraldo Rivera;Mischa Barton,False,False,False
22,2,1,False,Mischa Barton,Mischa Barton,Mischa Barton;Antonio Brown,Mischa Barton;Doug Flutie,Mischa Barton,Mischa Barton,Mischa Barton;Antonio Brown,Mischa Barton;Doug Flutie,False,False,False
22,3,1,False,Doug Flutie,Doug Flutie,Doug Flutie;Von Miller,Doug Flutie;Marla Maples,Doug Flutie,Doug Flutie,Doug Flutie;Von Miller,Doug Flutie;Marla Maples,False,False,False
22,4,1,False,Marla Maples,Marla Maples,Marla Maples;Jodie Sweetin,Marla Maples;Von Miller,Jodie Sweetin,Marla Maples,Marla Maples;Jodie Sweetin,Marla Maples;Von Miller,False,True,False
22,5,1,False,Kim Fields,Antonio Brown,Kim Fields;Antonio Brown,Antonio Brown;Kim Fields,Marla Maples,Antonio Brown,Marla Maples;Kim Fields,Antonio Brown;Kim Fields,True,True,False
22,6,1,False,Von Miller,Kim Fields,Von Miller;Ginger Zee,Kim Fields;Von Miller,Kim Fields,Kim Fields,Kim Fields;Von Miller,Kim Fields;Von Miller,True,True,False
22,7,2,False,Jodie Sweetin;Antonio Brown,Von Miller;Jodie Sweetin,Jodie Sweetin;Antonio Brown,Von Miller;Jodie Sweetin,Von Miller;Antonio Brown,Jodie Sweetin;Von Miller,Von Miller;Antonio Brown,Von Miller;Jodie Sweetin,True,True,False
22,8,1,False,Wanya Morris,Wanya Morris,Wanya Morris;Ginger Zee,Wanya Morris;Ginger Zee,Wanya Morris,Wanya Morris,Wanya Morris;Ginger Zee,Wanya Morris;Ginger Zee,False,False,False
22,9,2,False,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,Ginger Zee;Nyle DiMarco,False,False,False
22,10,0,True,,,Paige VanZant,Paige VanZant,,,Paige VanZant,Paige VanZant,False,False,False
23,1,1,False,Rick Perry,Rick Perry,Rick Perry;Jake T. Austin,Rick Perry;Jake T. Austin,Rick Perry,Rick Perry,Rick Perry;Jake T. Austin,Rick Perry;Jake T. Austin,False,False,False
23,2,1,False,Jake T. Austin,Jake T. Austin,Jake T. Austin;Amber Rose,Jake T. Austin;Amber Rose,Jake T. Austin,Jake T. Austin,Jake T. Austin;Amber Rose,Jake T. Austin;Amber Rose,False,False,False
23,3,1,False,Vanilla Ice,Vanilla Ice,Vanilla Ice;Amber Rose,Vanilla Ice;Amber Rose,Vanilla Ice,Vanilla Ice,Vanilla Ice;Amber Rose,Vanilla Ice;Amber Rose,False,False,False
23,4,2,False,Babyface;Ryan Lochte,Babyface;Ryan Lochte,Babyface;Ryan Lochte,Babyface;Ryan Lochte,Babyface;Marilu Henner,Babyface;Ryan Lochte,Babyface;Ryan Lochte,Babyface;Ryan Lochte,False,True,False
23,5,1,False,Amber Rose,Amber Rose,Amber Rose;Maureen McCormick,Amber Rose;Maureen McCormick,Amber Rose,Amber Rose,Amber Rose;Ryan Lochte,Amber Rose;Maureen McCormick,False,False,False
23,6,1,False,Maureen McCormick,Maureen McCormick,Maureen McCormick;Terra Jole,Maureen McCormick;Marilu Henner,Ryan Lochte,Maureen McCormick,Ryan Lochte;Terra Jole,Maureen McCormick;Marilu Henner,False,True,False
23,7,1,False,Marilu Henner,Marilu Henner,Marilu Henner;Terra Jole,Marilu Henner;Terra Jole,Maureen McCormick,Marilu Henner,Maureen McCormick;Terra Jole,Marilu Henner;Terra Jole,False,True,False
23,8,1,False,Terra Jole,Terra Jole,Terra Jole;Calvin Johnson Jr.,Terra Jole;Calvin Johnson Jr.,Terra Jole,Terra Jole,Terra Jole;Calvin Johnson Jr.,Terra Jole;Calvin Johnson Jr.,False,False,False
23,9,1,False,Calvin Johnson Jr.,Calvin Johnson Jr.,Calvin Johnson Jr.;James Hinchcliffe,Calvin Johnson Jr.;Jana Kramer,James Hinchcliffe,Calvin Johnson Jr.,Calvin Johnson Jr.;James Hinchcliffe,Calvin Johnson Jr.;Jana Kramer,False,True,False
23,10,1,False,Jana Kramer,Jana Kramer,Jana Kramer;James Hinchcliffe,Jana Kramer;James Hinchcliffe,Calvin Johnson Jr.,Jana Kramer,Calvin Johnson Jr.;Jana Kramer,Jana Kramer;James Hinchcliffe,False,True,False
23,11,0,True,,,James Hinchcliffe;Laurie Hernandez,James Hinchcliffe;Laurie Hernandez,,,Jana Kramer;Laurie Hernandez,James Hinchcliffe;Laurie Hernandez,False,False,False
24,1,1,False,Chris Kattan,Chris Kattan,Chris Kattan;Mr. T,Chris Kattan;Mr. T,Chris Kattan,Chris Kattan,Chris Kattan;Mr. T,Chris Kattan;Mr. T,False,False,False
24,2,1,False,Mr. T,Mr. T,Mr. T;Charo,Mr. T;Charo,Mr. T,Mr. T,Mr. T;Charo,Mr. T;Charo,False,False,False
24,3,1,False,Charo,Charo,Charo;Bonner Bolton,Charo;Bonner Bolton,Charo,Charo,Charo;Bonner Bolton,Charo;Bonner Bolton,False,False,False
24,4,1,False,Nick Viall,Bonner Bolton,Nick Viall;Erika Jayne,Bonner Bolton;Nick Viall,Nick Viall,Nick Viall,Nick Viall;Erika Jayne,Bonner Bolton;Nick Viall,True,False,True
24,5,1,False,David Ross,Erika Jayne,David Ross;Bonner Bolton,Erika Jayne;David Ross,David Ross,Bonner Bolton,David Ross;Bonner Bolton,Erika Jayne;Bonner Bolton,True,False,True
24,6,1,False,Erika Jayne,Heather Morris,Erika Jayne;Bonner Bolton,Heather Morris;Nick Viall,Erika Jayne,Erika Jayne,Erika Jayne;Bonner Bolton,Erika Jayne;Heather Morris,True,False,True
24,7,2,False,Heather Morris;Bonner Bolton,Nick Viall;Nancy Kerrigan,Heather Morris;Bonner Bolton,Nick Viall;Nancy Kerrigan,Heather Morris;Bonner Bolton,Heather Morris;David Ross,Heather Morris;Bonner Bolton,Heather Morris;Nancy Kerrigan,True,False,True
24,8,1,False,Nancy Kerrigan,David Ross,Nancy Kerrigan;Simone Biles,David Ross;Simone Biles,Nancy Kerrigan,Nancy Kerrigan,Nancy Kerrigan;Simone Biles,Nancy Kerrigan;Simone Biles,True,False,True
